KPI,DESCRIPTION,TABLE,COMBINED_DESCRIPTION
Instant_p2p_volume,Data volume consumed by peer-to-peer services and file sharing.,Instant,"Peer-to-peer data exchange volume, revealing network activity and content sharing habits, providing valuable insights into user behavior and network resource utilization."
Instant_p2p_volume,Data volume consumed by peer-to-peer services and file sharing.,Instant,"Total daily data consumption resulting from direct file sharing and peer-to-peer connections, offering visibility into network traffic dynamics and volume."
Instant_p2p_volume,Data volume consumed by peer-to-peer services and file sharing.,Instant,"Peer-to-peer data traffic and file sharing activity monitored daily, offering a snapshot of network usage habits and content trends."
Instant_streaming_volume,"Data volume consumed by streaming services, such as video and music.",Instant,"Cumulative data consumption by online video and audio streaming services is measured by instantaneous streaming volume, reflecting the total amount of streamed content."
Instant_streaming_volume,"Data volume consumed by streaming services, such as video and music.",Instant,"Daily on-demand content consumption metrics, encompassing video and music streaming data, reflecting user preferences and demand for instant access to digital media."
Instant_streaming_volume,"Data volume consumed by streaming services, such as video and music.",Instant,"Total data consumption by streaming services, comprising video and audio content, indicating user preference and demand for on-demand entertainment."
Instant_streaming_volume,"Data volume consumed by streaming services, such as video and music.",Instant,"Real-time measurement of video and audio content engagement, tracking the volume of on-demand streams accessed and played in real-time."
Instant_streaming_volume,"Data volume consumed by streaming services, such as video and music.",Instant,"Daily streaming activity metrics, capturing real-time video and music consumption data, offering a snapshot of daily usage patterns and trends."
Instant_streaming_volume,"Data volume consumed by streaming services, such as video and music.",Instant,"Total daily data usage for video and audio streaming, measured in volume, providing insight into consumer behavior and network demand."
Instant_voip_volume,Data volume used for voice over IP services.,Instant,"Total daily VoIP traffic volume, measuring the cumulative amount of voice communications transmitted over IP networks within a 24-hour period."
Instant_voip_volume,Data volume used for voice over IP services.,Instant,"Daily VoIP data consumption measured in bytes, reflecting the aggregate volume of voice-over-internet protocol calls processed by the network."
Instant_voip_volume,Data volume used for voice over IP services.,Instant,"Total daily voice traffic transmitted via IP networks, measuring the aggregate volume of voice data consumed across all internet protocol connections."
Instant_voip_volume,Data volume used for voice over IP services.,Instant,"Total daily voice traffic measured in terms of data volume, indicating network usage and capacity requirements."
Instant_voip_volume,Data volume used for voice over IP services.,Instant,"Total daily VoIP traffic measured in terms of data volume, providing insight into network capacity and demand for real-time communication services."
Instant_voip_volume,Data volume used for voice over IP services.,Instant,"Total daily VoIP data consumption, measuring the aggregate volume of voice traffic transmitted over IP networks, revealing network usage patterns and capacity requirements."
Instant_web_browsing_volume,Data volume consumed by web browsing activities.,Instant,"Cumulative internet traffic generated by web browsing actions, measuring the aggregate volume of data consumed through online browsing activities over a given period."
Instant_web_browsing_volume,Data volume consumed by web browsing activities.,Instant,"Total data consumed through online browsing activities, aggregating the cumulative volume of web traffic across the day."
Instant_web_browsing_volume,Data volume consumed by web browsing activities.,Instant,"Total online browsing data usage, representing the aggregate amount of data consumed for web browsing activities throughout the day."
Instant_web_browsing_volume,Data volume consumed by web browsing activities.,Instant,"Daily internet traffic generated by users' online browsing activities, measuring the volume of data consumed through instant web browsing."
Instant_web_browsing_volume,Data volume consumed by web browsing activities.,Instant,"Cumulative data consumption for online browsing activities, offering a comprehensive view of daily internet usage patterns."
Instant_web_browsing_volume,Data volume consumed by web browsing activities.,Instant,"Total daily web browsing data consumption, covering all online activities, such as page loads, image retrieval, and content downloads, across various devices and platforms."
Instant_whatsapp_volume,Data volume specifically used by the WhatsApp application.,Instant,"WhatsApp daily data usage, measuring the cumulative amount of data transmitted through the messaging app, providing insights into user behavior and network demand."
Instant_whatsapp_volume,Data volume specifically used by the WhatsApp application.,Instant,"Daily WhatsApp traffic metrics, aggregating all user engagements, including messages, multimedia, and voice communications, within a 24-hour timeframe."
Instant_whatsapp_volume,Data volume specifically used by the WhatsApp application.,Instant,"Total daily WhatsApp data consumption, a metric that gauges user interaction and messaging frequency, providing valuable insights into app usage patterns."
Instant_whatsapp_volume,Data volume specifically used by the WhatsApp application.,Instant,"Daily WhatsApp data usage, measuring the volume of instant messages exchanged among users, providing insights into application activity."
Instant_whatsapp_volume,Data volume specifically used by the WhatsApp application.,Instant,"Total daily data usage on WhatsApp, encompassing messaging, file sharing, and multimedia exchange, providing insight into user behavior and app performance."
Instant_whatsapp_volume,Data volume specifically used by the WhatsApp application.,Instant,"WhatsApp users' aggregate data usage within a 24-hour window, illustrating the app's daily consumption habits and user behavior."
Instant_facebook_volume,Data volume used by the Facebook application.,Instant,"Daily Facebook app usage volume, measured in megabytes, tracking the cumulative data consumed by users throughout the day."
Instant_facebook_volume,Data volume used by the Facebook application.,Instant,"Daily Facebook app data consumption, tracking the cumulative amount of data utilized by users through the Facebook mobile application."
Instant_facebook_volume,Data volume used by the Facebook application.,Instant,"Total daily data consumption across Facebook app user interactions, uploads, and downloads, measured in volume and reflecting overall app activity."
Instant_facebook_volume,Data volume used by the Facebook application.,Instant,"Total daily data consumption by the Facebook app, measuring the aggregate volume of data transferred on a given day."
Instant_facebook_volume,Data volume used by the Facebook application.,Instant,"Daily Facebook usage metrics, capturing the cumulative data transmission and network traffic generated by users within a 24-hour period, reflecting app performance and network demands."
Instant_facebook_volume,Data volume used by the Facebook application.,Instant,"Total daily data usage by Facebook app users, tracking the cumulative volume of data consumed across the platform throughout the day."
Instant_tiktok_volume,Data volume consumed by the TikTok application.,Instant,"Total daily TikTok data usage, reflecting user interaction and network resource allocation, providing valuable insights for optimization and planning."
Instant_tiktok_volume,Data volume consumed by the TikTok application.,Instant,"Total TikTok app activity data consumption measured daily, representing the cumulative amount of data used for TikTok-related activities."
Instant_tiktok_volume,Data volume consumed by the TikTok application.,Instant,"TikTok mobile app users' daily data consumption, measuring the aggregate volume of data transferred for entertainment and social sharing purposes."
Instant_tiktok_volume,Data volume consumed by the TikTok application.,Instant,"Total daily TikTok data usage, encompassing both uploads and downloads, to gauge the app's overall data consumption."
Instant_tiktok_volume,Data volume consumed by the TikTok application.,Instant,"Total TikTok content consumed by users, aggregated over a specific time period, providing a comprehensive view of app usage."
Instant_tiktok_volume,Data volume consumed by the TikTok application.,Instant,"Cumulative mobile app activity of TikTok, measuring the total volume of content shared and accessed by users throughout the day."
Instant_instagram_volume,Data volume used by the Instagram application.,Instant,"Daily Instagram data usage, quantifying the aggregate amount of data consumed by users throughout the day, providing insights into app performance and user behavior."
Instant_instagram_volume,Data volume used by the Instagram application.,Instant,"Instagram app activities' cumulative daily data consumption, reflecting user interaction and network resource utilization patterns."
Instant_instagram_volume,Data volume used by the Instagram application.,Instant,"Total data volume transacted daily by Instagram users, reflecting the app's network infrastructure utilization."
Instant_instagram_volume,Data volume used by the Instagram application.,Instant,"Daily Instagram data usage, measured in total volume of data transmitted across the network, providing insight into user behavior and network performance."
Instant_instagram_volume,Data volume used by the Instagram application.,Instant,"Daily Instagram data usage, measuring the collective amount of data consumed by users within a 24-hour period, providing insight into app performance and user behavior."
Instant_instagram_volume,Data volume used by the Instagram application.,Instant,"Total daily data consumption by Instagram users, aggregating the volume of data transmitted through the platform."
Instant_prepay_data_revenue,Revenue generated from prepaid customers using data services.,Instant,Daily revenue from prepaid customers accessing data services offers a snapshot of the financial impact of data-centric offerings on the company's bottom line.
Instant_prepay_data_revenue,Revenue generated from prepaid customers using data services.,Instant,"Prepaid data revenue generated from customers who pay upfront, indicating the financial performance of data-centric customers with a prepaid billing arrangement."
Instant_prepay_data_revenue,Revenue generated from prepaid customers using data services.,Instant,"Prepaid customers' data consumption patterns and revenue streams, offering a real-time snapshot of data usage and monetization strategies."
Instant_prepay_data_revenue,Revenue generated from prepaid customers using data services.,Instant,"Daily earnings from prepaid customers' data consumption, offering a real-time gauge of prepaid data revenue performance and operational efficiency."
Instant_prepay_data_revenue,Revenue generated from prepaid customers using data services.,Instant,"Prepaid customers' daily data usage revenue, offering a snapshot of the financial impact of data-centric prepaid services on the company's daily operations."
Instant_prepay_data_revenue,Revenue generated from prepaid customers using data services.,Instant,"Daily revenue generated from prepaid users' data consumption, measuring the financial success of data-centric offerings and services."
Instant_prepay_sms_revenue,Revenue from prepaid customers using SMS services.,Instant,"Daily earnings from prepaid customers' SMS transactions, illustrating the financial success of instant messaging services and their contribution to the company's revenue."
Instant_prepay_sms_revenue,Revenue from prepaid customers using SMS services.,Instant,"Prepaid SMS revenue generated daily, measuring the financial contribution of short message services to the prepaid customer base and its growth."
Instant_prepay_sms_revenue,Revenue from prepaid customers using SMS services.,Instant,"Daily earnings from prepaid customers' SMS usage, offering a real-time gauge of instant revenue generated from this popular mobile messaging service."
Instant_prepay_sms_revenue,Revenue from prepaid customers using SMS services.,Instant,"Instant revenue generated from prepaid customers' SMS usage, offering a real-time snapshot of the financial impact of this service."
Instant_prepay_sms_revenue,Revenue from prepaid customers using SMS services.,Instant,"Prepaid customers' SMS transactions generate revenue, measuring the financial impact of instant SMS services and their contribution to overall revenue streams."
Instant_prepay_sms_revenue,Revenue from prepaid customers using SMS services.,Instant,"Prepaid customers' SMS usage yields immediate revenue, offering a real-time gauge of the financial impact of messaging activities from this customer segment."
Instant_prepay_voice_revenue,Revenue from prepaid customers using voice services.,Instant,"Daily earnings from prepaid voice services, offering a real-time snapshot of the financial performance of this specific customer segment."
Instant_prepay_voice_revenue,Revenue from prepaid customers using voice services.,Instant,"Daily revenue generated from prepaid voice services, reflecting the immediate financial effect of customer voice usage on a daily basis."
Instant_prepay_voice_revenue,Revenue from prepaid customers using voice services.,Instant,"Instant prepay voice revenue measures the financial performance of short-term voice communication plans, highlighting customer spending habits and plan effectiveness."
Instant_prepay_voice_revenue,Revenue from prepaid customers using voice services.,Instant,"Daily revenue generated from prepaid voice services, representing customer spending on voice calls and related activities."
Instant_prepay_voice_revenue,Revenue from prepaid customers using voice services.,Instant,"Daily earnings from prepaid voice services, offering a real-time gauge of customer adoption and revenue growth in this segment."
Instant_prepay_voice_revenue,Revenue from prepaid customers using voice services.,Instant,"Daily revenue generated from prepaid voice services, directly reflecting the financial impact of customers' voice communications and usage patterns."
Instant_prepay_omip_revenue,Revenue from prepaid customers using OMIP (Other Mobile Internet Products) services.,Instant,"Prepaid customer adoption of OMIP services drives revenue growth, highlighting the financial performance of this offering within our prepaid customer segment."
Instant_prepay_omip_revenue,Revenue from prepaid customers using OMIP (Other Mobile Internet Products) services.,Instant,Prepaid customers' daily earnings from using OMIP services demonstrate the effectiveness of our mobile internet offerings in driving revenue growth.
Instant_prepay_omip_revenue,Revenue from prepaid customers using OMIP (Other Mobile Internet Products) services.,Instant,"Daily revenue from prepaid OMIP services, providing a snapshot of instant prepaid performance, highlighting same-day transactions and customer spending habits."
Instant_prepay_omip_revenue,Revenue from prepaid customers using OMIP (Other Mobile Internet Products) services.,Instant,"Prepaid customers' adoption and engagement with value-added services, measured by daily revenue generated from Other Mobile Internet Products (OMIP) offerings."
Instant_prepay_omip_revenue,Revenue from prepaid customers using OMIP (Other Mobile Internet Products) services.,Instant,"Prepaid customers' daily revenue generated through OMIP services, measuring the financial effect of instant prepaid offerings on the company's profitability."
Instant_prepay_omip_revenue,Revenue from prepaid customers using OMIP (Other Mobile Internet Products) services.,Instant,"Prepaid subscribers' daily earnings from OMIP services, highlighting the financial success of this product offering and its contribution to overall revenue."
Instant_prepay_vas_revenue,Revenue from prepaid customers using value-added services.,Instant,"Revenue generated from prepaid customers who actively utilize premium services, positively impacting the company's financial performance and growth."
Instant_prepay_vas_revenue,Revenue from prepaid customers using value-added services.,Instant,"Revenue generated from active prepaid customers utilizing premium services, significantly impacting the company's overall financial performance."
Instant_prepay_vas_revenue,Revenue from prepaid customers using value-added services.,Instant,"Daily revenue generated from prepaid customers' usage of premium services, illustrating the financial benefits of value-added offerings on their accounts."
Instant_prepay_vas_revenue,Revenue from prepaid customers using value-added services.,Instant,"Revenue generated from prepaid customers utilizing premium services, driving overall growth and contributing to the company's financial performance."
Instant_prepay_vas_revenue,Revenue from prepaid customers using value-added services.,Instant,"Daily revenue generated from prepaid customers' use of premium services, highlighting the financial benefits of value-added features on their subscription plans."
Instant_prepay_vas_revenue,Revenue from prepaid customers using value-added services.,Instant,"Prepaid customers' daily adoption of premium features and services, directly contributing to the company's revenue growth through increased value."
Instant_prepay_mt_revenue,Revenue from prepaid mobile terminated services.,Instant,"Daily revenue generated from prepaid mobile services, reflecting instant earnings from incoming calls from other networks, providing a snapshot of current financial performance."
Instant_prepay_mt_revenue,Revenue from prepaid mobile terminated services.,Instant,"Revenue generated from prepaid mobile services where incoming calls originate from other networks, contributing to daily earnings."
Instant_prepay_mt_revenue,Revenue from prepaid mobile terminated services.,Instant,"Revenue from prepaid mobile services collected daily, representing the immediate payment and cessation of calls upon completion."
Instant_prepay_mt_revenue,Revenue from prepaid mobile terminated services.,Instant,"Daily revenue from prepaid mobile services, reflecting our network's termination of calls and providing a snapshot of our financial performance."
Instant_prepay_mt_revenue,Revenue from prepaid mobile terminated services.,Instant,"Daily earnings from prepaid mobile services, measured by revenue generated from call terminations, providing a snapshot of customer activity."
Instant_prepay_mt_revenue,Revenue from prepaid mobile terminated services.,Instant,"Prepaid mobile revenue generated from calls terminated on our network, providing a daily snapshot of our instant prepaid earnings."
Instant_prepay_gft_revenue,Revenue from prepaid gift services.,Instant,"Daily revenue generated from instant prepaid gift card sales, illustrating the immediate financial effect of prepaid gift services on the company's bottom line."
Instant_prepay_gft_revenue,Revenue from prepaid gift services.,Instant,"Prepaid gift card sales revenue generated on a daily basis, reflecting the instant activation and usage of these cards."
Instant_prepay_gft_revenue,Revenue from prepaid gift services.,Instant,"Prepaid gift services' daily sales, encompassing the value of pre-paid plans sold, providing insight into the revenue generated from these offerings."
Instant_prepay_gft_revenue,Revenue from prepaid gift services.,Instant,"Prepaid gift services revenue generated from sales of gift cards and other prepaid offerings, contributing to today's overall revenue performance."
Instant_prepay_gft_revenue,Revenue from prepaid gift services.,Instant,"Daily revenue generated from the sale of prepaid gift cards, providing instant access to mobile services and products."
Instant_prepay_gft_revenue,Revenue from prepaid gift services.,Instant,"Daily revenue generated from instant prepaid gift card sales, directly reflecting the financial impact of this service on the business's immediate cash flow."
Instant_prepay_product_revenue,Revenue from prepaid product sales.,Instant,"Daily revenue from prepaid product sales, capturing the immediate financial effect of customer transactions, providing a real-time snapshot of business performance."
Instant_prepay_product_revenue,Revenue from prepaid product sales.,Instant,"Today's revenue generated from instant prepaid product sales, measuring the financial success of this offering in real-time."
Instant_prepay_product_revenue,Revenue from prepaid product sales.,Instant,"Daily earnings from instant prepaid products, offering a real-time gauge of financial success for these customer favorites."
Instant_prepay_product_revenue,Revenue from prepaid product sales.,Instant,"Daily revenue from prepaid product sales, indicating the immediate financial effect of customer transactions and reflecting the telecom operator's short-term financial performance."
Instant_prepay_product_revenue,Revenue from prepaid product sales.,Instant,"Prepaid product sales generating immediate financial returns, contributing to the company's instant revenue stream."
Instant_prepay_product_revenue,Revenue from prepaid product sales.,Instant,"Immediate financial gains from instant prepaid product sales, directly influencing the company's profitability and cash flow."
Instant_prepay_dcb_revenue,Revenue from prepaid direct carrier billing services.,Instant,"Today's revenue from direct carrier billing transactions processed through prepaid payment method, reflecting financial performance and payment processing efficiency."
Instant_prepay_dcb_revenue,Revenue from prepaid direct carrier billing services.,Instant,"Prepaid direct carrier billing transactions yield immediate financial benefits, directly impacting the company's revenue and profitability."
Instant_prepay_dcb_revenue,Revenue from prepaid direct carrier billing services.,Instant,"Daily earnings from prepaid direct carrier billing transactions, measuring the performance of instant prepaid revenue generated through this channel."
Instant_prepay_dcb_revenue,Revenue from prepaid direct carrier billing services.,Instant,"Daily sales revenue generated from direct carrier billing transactions for prepaid services, reflecting the success of instant prepaid sales."
Instant_prepay_dcb_revenue,Revenue from prepaid direct carrier billing services.,Instant,"Prepaid direct carrier billing transactions settled on the same day, yielding same-day revenue from these transactions."
Instant_prepay_dcb_revenue,Revenue from prepaid direct carrier billing services.,Instant,"Prepaid customers' real-time payment processing for digital goods and services, generating revenue through direct carrier billing services in a single day."
Instant_total_revenue,The total revenue generated from all services.,Instant,"Cumulative sales value from all services, aggregating transactional and sales data across the entire product portfolio, reflecting total revenue generated."
Instant_total_revenue,The total revenue generated from all services.,Instant,"Total daily revenue generated by all services, reflecting the aggregated value of transactions processed within a single 24-hour period."
Instant_total_revenue,The total revenue generated from all services.,Instant,"Daily cumulative revenue from all services, providing a real-time snapshot of total earnings across the network in a 24-hour period."
Instant_total_revenue,The total revenue generated from all services.,Instant,"Daily financial performance, reflecting the total value of services sold and transactions processed, providing a snapshot of immediate revenue generation."
Instant_total_revenue,The total revenue generated from all services.,Instant,"Total daily revenue accumulated from all services, representing the aggregate value of transactions processed since the start of the day."
Instant_total_revenue,The total revenue generated from all services.,Instant,"Cumulative revenue from all services in real-time, providing a snapshot of our current financial performance and operational efficiency."
Instant_ex_dcb_loyaltyrevenue,Revenue from loyalty programs excluding direct carrier billing services.,Instant,"Daily revenue generated from loyalty programs, excluding direct carrier billing, showcasing the financial impact of customer retention efforts."
Instant_ex_dcb_loyaltyrevenue,Revenue from loyalty programs excluding direct carrier billing services.,Instant,"Today's revenue from loyalty programs, excluding direct carrier billing, showcases the effectiveness of customer retention and engagement strategies."
Instant_ex_dcb_loyaltyrevenue,Revenue from loyalty programs excluding direct carrier billing services.,Instant,"Revenue generated from today's sales, excluding direct carrier billing, indicating customer loyalty and retention through repeat business."
Instant_ex_dcb_loyaltyrevenue,Revenue from loyalty programs excluding direct carrier billing services.,Instant,"Revenue generated from loyalty programs, excluding direct carrier billing, measures the effectiveness of retention strategies in maintaining customer relationships and driving long-term growth."
Instant_ex_dcb_loyaltyrevenue,Revenue from loyalty programs excluding direct carrier billing services.,Instant,"Today's revenue from loyalty programs, excluding direct carrier billing, indicates customer retention and program effectiveness, providing valuable insights for business decision-making."
Instant_ex_dcb_loyaltyrevenue,Revenue from loyalty programs excluding direct carrier billing services.,Instant,"Revenue from loyalty programs, excluding direct carrier billing, measures the financial effectiveness of customer retention strategies and loyalty initiatives."
Instant_night_data_volume,Data volume consumed during night hours.,Instant,"Data usage during nighttime hours, revealing evening network behavior and providing valuable insights into consumer digital habits."
Instant_night_data_volume,Data volume consumed during night hours.,Instant,"Evening data usage patterns are monitored through this metric, which aggregates data consumption during off-peak hours, revealing trends in network utilization."
Instant_night_data_volume,Data volume consumed during night hours.,Instant,"Evening data consumption, measured in total bytes, representing the cumulative volume of data usage during the late hours of the current day."
Instant_night_data_volume,Data volume consumed during night hours.,Instant,"Total evening data consumption, revealing nocturnal network activity patterns and helping to optimize network performance during the hours of darkness."
Instant_night_data_volume,Data volume consumed during night hours.,Instant,"Cumulative data transmission during nighttime hours, revealing off-peak network activity patterns and insights into user behavior during periods of reduced daylight."
Instant_night_data_volume,Data volume consumed during night hours.,Instant,"Data volume transmitted during evening and morning hours, when network usage is typically lower, providing insight into off-peak traffic patterns."
Instant_og_night_voice_usage,Outgoing voice usage during night hours.,Instant,"Peak hour voice activity, quantifying the aggregate duration of outgoing calls during the twilight hours of late evening and early morning."
Instant_og_night_voice_usage,Outgoing voice usage during night hours.,Instant,"After-hours voice calls made by customers outside standard business hours, providing insight into evening and night-time communication patterns."
Instant_og_night_voice_usage,Outgoing voice usage during night hours.,Instant,"Cumulative evening voice call activity, measuring the total number of outgoing calls made during nighttime hours, providing insight into evening voice usage patterns."
Instant_og_night_voice_usage,Outgoing voice usage during night hours.,Instant,"Cumulative minutes of outgoing calls during late evening and early morning hours, providing insight into nighttime voice traffic patterns and usage."
Instant_og_night_voice_usage,Outgoing voice usage during night hours.,Instant,"Late-evening and early-morning voice call activity, measured by the total minutes of outgoing calls during these hours, providing insight into off-peak usage"
Instant_og_night_voice_usage,Outgoing voice usage during night hours.,Instant,"Late-evening and early-morning voice call activity, measured by the cumulative minutes of outgoing calls during these hours."
Instant_total_idd_revenue,The total revenue generated from international direct dial services.,Summarized ,"Daily international direct dial call revenue, measuring the financial success of international voice services in terms of daily earnings."
Instant_total_idd_revenue,The total revenue generated from international direct dial services.,Summarized ,"Global daily earnings from international direct dial calls, measuring the financial performance of international telecommunications services."
Instant_total_idd_revenue,The total revenue generated from international direct dial services.,Summarized ,"Daily earnings from international direct dial calls, aggregating revenue from cross-border calls made directly between countries."
Instant_total_idd_revenue,The total revenue generated from international direct dial services.,Summarized ,"Global call revenue generated today, indicating the financial outcome of international direct dial services facilitated through our network infrastructure."
Instant_total_idd_revenue,The total revenue generated from international direct dial services.,Summarized ,"International calling services' financial performance, measured by daily revenue generated from direct dial calls made to destinations outside the country."
Instant_total_idd_revenue,The total revenue generated from international direct dial services.,Summarized ,"Global IDD service income, aggregating revenues from all international calls, providing a comprehensive financial indicator of international telecommunications performance."
Summerized_og_call_count,Number of outgoing calls made,Summarized ,"Total outgoing calls made in the past 30 days, revealing customer interaction habits and communication frequency patterns."
Summerized_og_call_count,Number of outgoing calls made,Summarized ,"Customer engagement and network capacity are reflected in the total number of outgoing calls made within the past 30 days, providing a snapshot of interaction volume."
Summerized_og_call_count,Number of outgoing calls made,Summarized ,"Customer communication patterns are reflected in the total number of outgoing calls made within the past 30 days, indicating the frequency and scope of customer interactions."
Summerized_og_call_count,Number of outgoing calls made,Summarized ,"Total outgoing calls in the past 30 days, revealing customer interaction patterns and network demand trends."
Summerized_og_call_count,Number of outgoing calls made,Summarized ,"Total number of outgoing calls placed by customers or agents over the past month, providing insight into call initiation patterns and volume."
Summerized_og_call_count,Number of outgoing calls made,Summarized ,"Total outgoing calls over the past 30 days, reflecting customer interaction and network activity, providing valuable insights for optimization and improvement."
Summerized_ic_call_revenue,Revenue generated from incoming calls.,Summarized ,"Financial returns from inbound calls over the past 30 days, measuring the value of customer engagement and sales conversions resulting from incoming interactions."
Summerized_ic_call_revenue,Revenue generated from incoming calls.,Summarized ,"Financial performance of incoming calls, measuring the revenue generated from customer interactions over the past 30 days."
Summerized_ic_call_revenue,Revenue generated from incoming calls.,Summarized ,"Total earnings from incoming calls over the past 30 days, capturing the financial performance of inbound call activities during this specific time period."
Summerized_ic_call_revenue,Revenue generated from incoming calls.,Summarized ,"Total earnings from incoming calls received over the past 30 days, providing a comprehensive view of revenue generated from customer interactions."
Summerized_ic_call_revenue,Revenue generated from incoming calls.,Summarized ,"Inbound call revenue over the past 30 days, reflecting customer engagement and business performance, providing valuable insights for strategic decision-making."
Summerized_ic_call_revenue,Revenue generated from incoming calls.,Summarized ,"Total revenue generated from incoming calls received over the past 30 days, providing a snapshot of financial performance during this specified period."
Summerized_og_call_revenue,Revenue generated from outgoing calls.,Summarized ,"Total voice services revenue generated over the past 30 days, reflecting the financial outcome of outgoing calls."
Summerized_og_call_revenue,Revenue generated from outgoing calls.,Summarized ,"Total revenue generated from customer-initiated outgoing calls over the past 30 days, reflecting the financial performance of outgoing call services."
Summerized_og_call_revenue,Revenue generated from outgoing calls.,Summarized ,"Outgoing call revenue generated within the past 30 days, illustrating the financial outcome of customer-initiated calls."
Summerized_og_call_revenue,Revenue generated from outgoing calls.,Summarized ,"Total outgoing call revenue accrued over a 30-day period, offering a complete snapshot of call-based income and its fluctuations."
Summerized_og_call_revenue,Revenue generated from outgoing calls.,Summarized ,"Total outgoing call revenue generated by customers over the past 30 days, representing the financial value of calls initiated by subscribers."
Summerized_og_call_revenue,Revenue generated from outgoing calls.,Summarized ,"Customer-generated call revenue for the past month, a key performance indicator measuring the total earnings from outgoing calls initiated by customers."
Summerized_og_bundle_call_revenue,Revenue from outgoing calls using bundles.,Summarized ,"Revenue generated from outgoing calls made using bundled plans over the past 30 days, revealing customer behavior and bundle performance."
Summerized_og_bundle_call_revenue,Revenue from outgoing calls using bundles.,Summarized ,"Revenue generated from bundled plan customers' outgoing calls over the past 30 days, highlighting the financial effectiveness of our bundled offerings."
Summerized_og_bundle_call_revenue,Revenue from outgoing calls using bundles.,Summarized ,"Revenue generated from bundled outgoing calls over the past 30 days, offering a comprehensive snapshot of bundled call performance and financial outcomes."
Summerized_og_bundle_call_revenue,Revenue from outgoing calls using bundles.,Summarized ,"Revenue generated from bundle plan customers' outgoing calls over the past 30 days, indicating customer retention and loyalty to premium services."
Summerized_og_bundle_call_revenue,Revenue from outgoing calls using bundles.,Summarized ,"Revenue generated from bundled outgoing calls, measuring the financial success of bundled services over the past month."
Summerized_og_bundle_call_revenue,Revenue from outgoing calls using bundles.,Summarized ,"Revenue from outgoing bundle calls over the past 30 days, revealing customer behavior and bundle effectiveness in driving sales."
Summerized_og_payg_call_revenue,Revenue from outgoing pay-as-you-go calls.,Summarized ,"Total cumulative pay-as-you-go outgoing call revenue generated over the past 30 days, reflecting customer behavior and business performance."
Summerized_og_payg_call_revenue,Revenue from outgoing pay-as-you-go calls.,Summarized ,"Total revenue generated from outgoing pay-as-you-go calls over the past 30 days, providing insight into customer usage and revenue trends."
Summerized_og_payg_call_revenue,Revenue from outgoing pay-as-you-go calls.,Summarized ,"Total pay-as-you-go call revenue generated over the past 30 days, reflecting customer behavior and spending habits."
Summerized_og_payg_call_revenue,Revenue from outgoing pay-as-you-go calls.,Summarized ,"Cumulative revenue from pay-as-you-go outgoing calls over a 30-day period, reflecting customer voice service usage and expenditure."
Summerized_og_payg_call_revenue,Revenue from outgoing pay-as-you-go calls.,Summarized ,"Revenue from outgoing pay-as-you-go calls over the past 30 days, measuring customer engagement and network performance."
Summerized_og_payg_call_revenue,Revenue from outgoing pay-as-you-go calls.,Summarized ,"""Monthly cumulative revenue generated from pay-as-you-go outgoing calls, reflecting customer usage patterns and operator earnings."""
Summerized_og_free_call_revenue,Revenue from outgoing calls that are free (often zero revenue but used for tracking).,Summarized ,"Total value generated from outgoing calls over the past 30 days, reflecting the financial impact of free call activity during this period."
Summerized_og_free_call_revenue,Revenue from outgoing calls that are free (often zero revenue but used for tracking).,Summarized ,"Revenue earned from outgoing calls that are not subject to charges, contributing to the overall financial performance of the organization."
Summerized_og_free_call_revenue,Revenue from outgoing calls that are free (often zero revenue but used for tracking).,Summarized ,"Total revenue generated from outgoing free calls over the past 30 days, providing insights for strategic planning and optimization."
Summerized_og_free_call_revenue,Revenue from outgoing calls that are free (often zero revenue but used for tracking).,Summarized ,"Free outgoing calls with no charges over the past 30 days, revealing the financial implications of zero-rated calls on the company's revenue performance."
Summerized_og_free_call_revenue,Revenue from outgoing calls that are free (often zero revenue but used for tracking).,Summarized ,"Free call revenue over the past 30 days, measuring the financial effect of complimentary outgoing calls on the business's bottom line."
Summerized_og_free_call_revenue,Revenue from outgoing calls that are free (often zero revenue but used for tracking).,Summarized ,"Financial losses resulting from free outgoing calls over the past 30 days, highlighting the revenue impact of zero-charged calls on the company's income."
Summerized_og_local_call_revenue,Revenue from outgoing local calls.,Summarized ,"""Total revenue generated from local calls over a 30-day period, measuring the financial success of local call services."""
Summerized_og_local_call_revenue,Revenue from outgoing local calls.,Summarized ,"Total local call revenue generated over the past 30 days, measuring the financial success of outgoing calls within a specific geographic area."
Summerized_og_local_call_revenue,Revenue from outgoing local calls.,Summarized ,Financial performance of local call services measured by the revenue generated from outgoing local calls over the past month.
Summerized_og_local_call_revenue,Revenue from outgoing local calls.,Summarized ,"""Total revenue generated from local outgoing calls over a 30-day period, measuring the financial success of local call services."""
Summerized_og_local_call_revenue,Revenue from outgoing local calls.,Summarized ,"""Total revenue generated from local outgoing calls over a 30-day period, measuring the financial success of local call services."""
Summerized_og_local_call_revenue,Revenue from outgoing local calls.,Summarized ,"Domestic call earnings over the past month, reflecting the cumulative revenue generated from customer-initiated local calls within a 30-day period."
Summerized_og_local_onnet_call_revenue,Revenue from outgoing local calls within the same network.,Summarized ,"Intra-network local call revenue collected over the past 30 days, measuring the financial performance of internal calls within the network."
Summerized_og_local_onnet_call_revenue,Revenue from outgoing local calls within the same network.,Summarized ,"Internal network call traffic over the past 30 days has yielded a total revenue, reflecting the financial outcome of calls within the same network infrastructure."
